Rank,Log_Frequency,Word,Kana
8981,1.6845453849209056,着目,ちゃくもく
8990,1.6808279085207734,方言,ほうげん
8993,1.6808279085207734,随時,ずいじ
8994,1.6808279085207734,重力,じゅうりょく
8998,1.6808279085207734,承諾,しょうだく
8999,1.6808279085207734,皆無,かいむ
9000,1.6808279085207734,店主,てんしゅ
9002,1.6789639750827108,最善,さいぜん
9003,1.6789639750827108,真摯,しんし
9006,1.6789639750827108,脅迫,きょうはく
9010,1.6770965609079151,量的,りょうてき
9011,1.6770965609079151,止まり,とまり
9013,1.6770965609079151,脱線,だっせん
9018,1.6770965609079151,会費,かいひ
9019,1.6770965609079151,溢れる,あふれる
9021,1.6752256529721035,近辺,きんぺん
9024,1.6752256529721035,提訴,ていそ
9026,1.6752256529721035,反響,はんきょう
9027,1.6752256529721035,方程式,ほうていしき
9031,1.6752256529721035,両面,リャンメン
9033,1.6752256529721035,密着,みっちゃく
9034,1.6733512381777533,摩擦,まさつ
9037,1.6733512381777533,死去,しきょ
9039,1.6733512381777533,糖尿,とうにょう
9041,1.6733512381777533,甲斐,がい
9043,1.6733512381777533,達人,たつじん
9047,1.6733512381777533,吹く,ふく
9050,1.6733512381777533,誘惑,ゆうわく
9054,1.6714733033535532,凍結,とうけつ
9059,1.6714733033535532,懸賞,けんしょう
9063,1.6695918352538475,消極,しょうきょく
9065,1.6695918352538475,国外,こくがい
9069,1.6695918352538475,話せる,はなせる
9070,1.6695918352538475,冷戦,れいせん
9071,1.6695918352538475,に関し,にかんし
9072,1.6695918352538475,客席,きゃくせき
9073,1.6695918352538475,女神,おみながみ
9076,1.6695918352538475,電流,でんりゅう
9078,1.6677068205580763,新潮,しんちょう
9079,1.6677068205580763,見地,けんち
9081,1.6677068205580763,心情,しんじょう
9088,1.6677068205580763,細か,こまか
9090,1.665818245870208,労力,ろうりょく
9092,1.665818245870208,建てる,たてる
9097,1.665818245870208,国歌,こっか
9098,1.665818245870208,帰れ,かえれ
9099,1.665818245870208,格段,かくだん
9101,1.665818245870208,懲役,ちょうえき
9102,1.665818245870208,陪審,ばいしん
9106,1.6639260977181702,最良,さいりょう
9117,1.6639260977181702,現物,げんぶつ
9120,1.6639260977181702,来店,らいてん
9122,1.6620303625532709,掲げる,かかげる
9123,1.6620303625532709,末期,まっき
9125,1.6620303625532709,水産,すいさん
9126,1.6620303625532709,手助け,てだすけ
9129,1.6601310267496185,家屋,かおく
9132,1.6601310267496185,非公開,ひこうかい
9133,1.6601310267496185,次長,じちょう
9134,1.6601310267496185,遅刻,ちこく
9135,1.6601310267496185,公安,こうあん
9138,1.6601310267496185,式典,しきてん
9139,1.6601310267496185,発する,はっする
9141,1.6601310267496185,解約,かいやく
9144,1.6601310267496185,本年度,ほんねんど
9146,1.6601310267496185,長距離,ちょうきょり
9148,1.6582280766035324,無罪,むざい
9149,1.6582280766035324,有罪,ゆうざい
9152,1.6582280766035324,国益,こくえき
9155,1.6582280766035324,投与,とうよ
9156,1.6582280766035324,甲子園,こうしえん
9157,1.6582280766035324,目前,もくぜん
9159,1.6563214983329508,巧み,たくみ
9160,1.6563214983329508,所在,しょざい
9161,1.6563214983329508,栃木,とちぎ
9162,1.6563214983329508,懇親,こんしん
9170,1.6563214983329508,荒れ,あれ
9171,1.6563214983329508,陳述,ちんじゅつ
9172,1.6563214983329508,上空,じょうくう
9173,1.6563214983329508,美女,びじょ
9174,1.6563214983329508,絶妙,ぜつみょう
9176,1.6563214983329508,楽章,がくしょう
9177,1.6544112780768316,細部,さいぶ
9179,1.6544112780768316,弾く,ひく
9184,1.6544112780768316,菓子,かし
9186,1.6524974018945473,教職員,きょうしょくいん
9189,1.6524974018945473,地道,じみち
9192,1.6524974018945473,反動,はんどう
9193,1.6524974018945473,算出,さんしゅつ
9198,1.6524974018945473,不調,ふちょう
9200,1.6505798557652755,撤去,てっきょ
9202,1.6505798557652755,法定,ほうてい
9204,1.6505798557652755,何やら,なにやら
9205,1.6486586255873816,一時期,いちじき
9208,1.6486586255873816,育つ,そだつ
9211,1.6486586255873816,事案,じあん
9212,1.6486586255873816,租税,そぜい
9220,1.6467336971777973,高層,こうそう
9222,1.6448050562713918,浄化,じょうか
9224,1.6448050562713918,無縁,むえん
9225,1.6448050562713918,躊躇,ちゅうちょ
9231,1.6448050562713918,十字架,じゅうじか
9235,1.6448050562713918,速やか,すみやか
9238,1.6448050562713918,傍聴,ぼうちょう
9239,1.6428726885203377,連鎖,れんさ
9243,1.6428726885203377,屋外,おくがい
9245,1.6428726885203377,写し,うつし
9247,1.6428726885203377,適度,てきど
9248,1.6428726885203377,鉱山,こうざん
9258,1.6409365794934716,請願,せいがん
9259,1.6409365794934716,深める,ふかめる
9261,1.6409365794934716,任期,にんき
9263,1.6409365794934716,恵み,めぐみ
9267,1.6409365794934716,添加,てんか
9272,1.638996714675645,燃焼,ねんしょう
9273,1.638996714675645,立証,りっしょう
9277,1.638996714675645,幽霊,ゆうれい
9280,1.638996714675645,神聖,しんせい
9281,1.638996714675645,採点,さいてん
9287,1.6370530794670737,視界,しかい
9297,1.6351056591826783,水泳,すいえい
9298,1.6351056591826783,監修,かんしゅう
9299,1.6351056591826783,握手,あくしゅ
9301,1.6331544390514166,暴行,ぼうこう
9304,1.6331544390514166,光る,ひかる
9319,1.631199404215613,施し,ほどこし
9320,1.631199404215613,主力,しゅりょく
9323,1.631199404215613,相関,そうかん
9324,1.631199404215613,方位,ほうい
9327,1.631199404215613,大物,おおもの
9330,1.62924053973028,妨げ,さまたげ
9331,1.62924053973028,土木,どぼく
9335,1.6272778305624314,北欧,ほくおう
9338,1.6272778305624314,俳句,はいく
9342,1.6272778305624314,様相,ようそう
9343,1.6272778305624314,農場,のうじょう
9347,1.6272778305624314,自我,じが
9348,1.6272778305624314,工芸,こうげい
9349,1.6272778305624314,対面,トイメン
9356,1.6253112615903906,出展,しゅってん
9363,1.623340817603092,断片,だんぺん
9366,1.623340817603092,腐敗,ふはい
9370,1.623340817603092,戦線,せんせん
9371,1.623340817603092,責務,せきむ
9372,1.623340817603092,聴衆,ちょうしゅう
9373,1.623340817603092,襲撃,しゅうげき
9374,1.623340817603092,駐在,ちゅうざい
9375,1.623340817603092,中傷,ちゅうしょう
9377,1.623340817603092,車線,しゃせん
9380,1.621366483299374,落下,らっか
9384,1.621366483299374,党首,とうしゅ
9385,1.621366483299374,主宰,しゅさい
9386,1.6193882432872684,終盤,しゅうばん
9392,1.6193882432872684,謙虚,けんきょ
9395,1.6174060820832772,血管,けっかん
9396,1.6174060820832772,幕府,ばくふ
9399,1.6174060820832772,火事,かじ
9402,1.6154199841116479,冷え,ひえ
9403,1.6154199841116479,結び,むすび
9407,1.6154199841116479,復習,ふくしゅう
9411,1.6154199841116479,快感,かいかん
9412,1.6154199841116479,欠席,けっせき
9424,1.6134299337036377,一通り,ひととおり
9425,1.6134299337036377,起用,きよう
9426,1.6134299337036377,開花,かいか
9427,1.6134299337036377,洪水,こうずい
9431,1.6114359150967732,内科,ないか
9432,1.6114359150967732,球場,きゅうじょう
9440,1.6114359150967732,合致,がっち
9443,1.6094379124341003,震え,ふるえ
9444,1.6094379124341003,大人気,だいにんき
9446,1.6094379124341003,三角,さんかく
9447,1.6094379124341003,岩波,いわなみ
9450,1.6094379124341003,折れ,おれ
9455,1.6074359097634274,握る,にぎる
9456,1.6074359097634274,力学,りきがく
9460,1.6074359097634274,朗読,ろうどく
9462,1.6074359097634274,部落,ぶらく
9467,1.6054298910365616,神学,しんがく
9468,1.6054298910365616,油断,ゆだん
9473,1.6034198401085373,音質,おんしつ
9474,1.6034198401085373,慣習,かんしゅう
9476,1.6034198401085373,重ねる,かさねる
9481,1.6034198401085373,神殿,しんでん
9482,1.6034198401085373,法規,ほうき
9485,1.6034198401085373,目線,めせん
9487,1.6034198401085373,物流,ぶつりゅう
9490,1.6034198401085373,争点,そうてん
9491,1.6034198401085373,紅葉,こうよう
9492,1.6014057407368363,厳選,げんせん
9494,1.6014057407368363,入浴,にゅうよく
9496,1.6014057407368363,医院,いいん
9499,1.6014057407368363,撤回,てっかい
9507,1.5993875765805992,税収,ぜいしゅう
9509,1.5973653311998313,採取,さいしゅ
9511,1.5973653311998313,と同時に,とどうじに
9513,1.5973653311998313,処罰,しょばつ
9515,1.5973653311998313,映る,うつる
9516,1.5973653311998313,帰属,きぞく
9521,1.5973653311998313,準決勝,じゅんけっしょう
9525,1.5973653311998313,在籍,ざいせき
9530,1.5953389880545987,初頭,しょとう
9533,1.5953389880545987,東部,とうぶ
9534,1.5953389880545987,巨額,きょがく
9535,1.5953389880545987,法学部,ほうがくぶ
9539,1.5933085305042167,罰則,ばっそく
9542,1.5933085305042167,内心,ないしん
9547,1.5933085305042167,尊厳,そんげん
9552,1.5933085305042167,敗退,はいたい
9556,1.5912739418064292,不祥事,ふしょうじ
9557,1.5912739418064292,大野,おおの
9558,1.5912739418064292,和歌山,わかやま
9560,1.5912739418064292,目玉,めだま
9565,1.589235205116581,暗示,あんじ
9566,1.589235205116581,女子高,じょしこう
9569,1.589235205116581,南京,なんきょう
9571,1.589235205116581,見当,けんとう
9575,1.589235205116581,優雅,ゆうが
9578,1.589235205116581,敵対,てきたい
9580,1.589235205116581,償還,しょうかん
9590,1.5851452198650557,挑む,いどむ
9591,1.5851452198650557,町内,ちょうない
9593,1.5851452198650557,工法,こうほう
9594,1.5851452198650557,数少ない,かずすくない
9595,1.5851452198650557,肖像,しょうぞう
9596,1.5851452198650557,税務,ぜいむ
9600,1.5851452198650557,区間,くかん
9601,1.5851452198650557,奏者,そうしゃ
9604,1.5851452198650557,所見,しょけん
9608,1.5851452198650557,外食,がいしょく
9613,1.5830939370944983,解剖,かいぼう
9614,1.5830939370944983,異論,いろん
9622,1.5810384379124023,浅い,あさい
9623,1.5810384379124023,肥満,ひまん
9626,1.5810384379124023,市街,しがい
9629,1.5810384379124023,人事院,じんじいん
9635,1.5789787049493917,余分,よぶん
9637,1.5789787049493917,無難,ぶなん
9638,1.5789787049493917,断定,だんてい
9642,1.5789787049493917,銀河,ぎんが
9645,1.5769147207285403,妖精,ようせい
9646,1.5769147207285403,野外,やがい
9652,1.5769147207285403,満開,まんかい
9653,1.5769147207285403,追放,ついほう
9656,1.5769147207285403,爽やか,さわやか
9659,1.5769147207285403,探求,たんきゅう
9661,1.5769147207285403,加算,かさん
9663,1.5748464676644813,農林省,のうりんしょう
9664,1.5748464676644813,博多,はかた
9666,1.5748464676644813,運動会,うんどうかい
9668,1.5748464676644813,扶助,ふじょ
9669,1.5748464676644813,声優,せいゆう
9676,1.5727739280625088,美味,びみ
9681,1.5727739280625088,敗れ,やぶれ
9683,1.5727739280625088,強行,きょうこう
9684,1.5727739280625088,忍耐,にんたい
9685,1.5727739280625088,月額,げつがく
9686,1.5727739280625088,無関心,むかんしん
9688,1.5727739280625088,風水,ふうすい
9690,1.5727739280625088,回戦,かいせん
9695,1.5706970841176697,作物,さくもつ
9696,1.5706970841176697,褒美,ほうび
9697,1.5706970841176697,団地,だんち
9699,1.5706970841176697,濃厚,のうこう
9700,1.5706970841176697,有権者,ゆうけんしゃ
9702,1.5706970841176697,受容,じゅよう
9705,1.5686159179138452,上流,じょうりゅう
9706,1.5686159179138452,無用,むよう
9707,1.5686159179138452,採決,さいけつ
9708,1.5686159179138452,鳥取,とっとり
9711,1.5686159179138452,電圧,でんあつ
9714,1.566530411422824,自民,じみん
9716,1.566530411422824,線路,せんろ
9720,1.566530411422824,配送,はいそう
9723,1.566530411422824,納豆,なっとう
9724,1.566530411422824,最高裁判所,さいこうさいばんしょ
9725,1.566530411422824,遠征,えんせい
9728,1.566530411422824,食器,しょっき
9733,1.5644405465033648,回想,かいそう
9742,1.5644405465033648,芸人,げいにん
9744,1.5644405465033648,愉快,ゆかい
9745,1.5644405465033648,名曲,めいきょく
9748,1.5623463049002497,図式,ずしき
9749,1.5623463049002497,接客,せっきゃく
9755,1.5623463049002497,懸命,けんめい
9758,1.5623463049002497,重なる,かさなる
9763,1.5623463049002497,平凡,へいぼん
9764,1.5602476682433286,下降,かこう
9765,1.5602476682433286,時価,じか
9768,1.5602476682433286,振る,ぶる
9779,1.55814461804655,政治家,せいじか
9780,1.55814461804655,戦犯,せんぱん
9791,1.55814461804655,遠隔,えんかく
9792,1.55814461804655,改修,かいしゅう
9795,1.556037135706985,考古学,こうこがく
9799,1.556037135706985,上旬,じょうじゅん
9801,1.556037135706985,疑う,うたがう
9806,1.5539252025038417,百貨店,ひゃっかてん
9807,1.5539252025038417,大家,たいけ
9808,1.5539252025038417,粒子,りゅうし
9809,1.5539252025038417,入金,にゅうきん
9812,1.5539252025038417,閉店,へいてん
9813,1.5539252025038417,曲げ,まげ
9815,1.5539252025038417,官邸,かんてい
9816,1.5539252025038417,配備,はいび
9823,1.5539252025038417,不完全,ふかんぜん
9826,1.5518087995974639,善意,ぜんい
9829,1.5518087995974639,予め,あらかじめ
9830,1.5518087995974639,日の丸,ひのまる
9835,1.5496879080283263,馬券,ばけん
9838,1.5496879080283263,命題,めいだい
9852,1.547562508716013,民家,みんか
9853,1.547562508716013,松山,まつやま
9856,1.545432582458188,狂気,きょうき
9857,1.545432582458188,法学,ほうがく
9861,1.545432582458188,創価学会,そうかがっかい
9865,1.5432981099295553,採算,さいさん
9867,1.5432981099295553,水槽,すいそう
9870,1.5432981099295553,返品,へんぴん
9871,1.5432981099295553,動揺,どうよう
9872,1.5432981099295553,上院,じょういん
9875,1.5432981099295553,音源,おんげん
9876,1.5432981099295553,出動,しゅつどう
9881,1.5432981099295553,爆破,ばくは
9885,1.541159071680806,着陸,ちゃくりく
9887,1.541159071680806,耐久,たいきゅう
9894,1.541159071680806,資材,しざい
9896,1.541159071680806,小道具,こどうぐ
9898,1.541159071680806,無力,むりょく
9899,1.541159071680806,言説,げんせつ
9900,1.541159071680806,名人,めいじん
9902,1.541159071680806,強要,きょうよう
9903,1.5390154481375546,大工,だいく
9906,1.5390154481375546,内訳,うちわけ
9908,1.5390154481375546,室長,しつちょう
9909,1.5368672195992652,財務省,ざいむしょう
9910,1.5368672195992652,加わる,くわわる
9912,1.5368672195992652,浜松,はままつ
9914,1.5368672195992652,救出,きゅうしゅつ
9917,1.5368672195992652,亡命,ぼうめい
9918,1.5368672195992652,超越,ちょうえつ
9921,1.5368672195992652,預言,よげん
9923,1.5368672195992652,優良,ゆうりょう
9925,1.534714366238164,作動,さどう
9927,1.534714366238164,水素,すいそ
9928,1.534714366238164,婚約,こんやく
9930,1.534714366238164,昆虫,こんちゅう
9934,1.534714366238164,活気,かっき
9937,1.534714366238164,製薬,せいやく
9939,1.5325568680981427,接種,せっしゅ
9946,1.5303947050936475,悲鳴,ひめい
9947,1.5303947050936475,伝道,でんどう
9950,1.5303947050936475,不適切,ふてきせつ
9954,1.5303947050936475,総研,そうけん
9955,1.5303947050936475,本題,ほんだい
9957,1.5303947050936475,商社,しょうしゃ
9963,1.5282278570085572,地価,ちか
9964,1.5282278570085572,暴動,ぼうどう
9965,1.5282278570085572,赴任,ふにん
9969,1.5282278570085572,損傷,そんしょう
9971,1.5260563034950492,大橋,おおはし
9976,1.5260563034950492,空白,くうはく
9981,1.5260563034950492,脱却,だっきゃく
9987,1.5260563034950492,薬局,やっきょく
9990,1.5260563034950492,部数,ぶすう
9998,1.5238800240724537,理系,りけい
10000,1.5238800240724537,無言,むごん
10004,1.5216989981260935,失望,しつぼう
10007,1.5216989981260935,初級,しょきゅう
10011,1.5216989981260935,多用,たよう
10012,1.5216989981260935,組む,くむ
10013,1.5216989981260935,直行,ちょっこう
10015,1.5216989981260935,院長,いんちょう
10016,1.5216989981260935,若き,わかき
10018,1.5216989981260935,洞窟,どうくつ
10021,1.5216989981260935,却下,きゃっか
10026,1.5195132049061133,零細,れいさい
10034,1.5173226235262947,昼休み,ひるやすみ
10037,1.5173226235262947,畜産,ちくさん
10038,1.5173226235262947,利権,りけん
10039,1.5173226235262947,親しみ,したしみ
10045,1.5173226235262947,厄介,やっかい
10047,1.5173226235262947,弾力,だんりょく
10048,1.5173226235262947,曜日,ようび
10049,1.5173226235262947,全開,ぜんかい
10054,1.5151272329628591,先方,さきがた
10056,1.5151272329628591,近畿,きんき
10065,1.5129270120532567,海水,かいすい
10068,1.5129270120532567,頂上,ちょうじょう
10084,1.5129270120532567,事後,じご
10086,1.5107219394949427,未定,みてい
10094,1.5107219394949427,紀行,きこう
10098,1.5085119938441398,享受,きょうじゅ
10101,1.5085119938441398,喚起,かんき
10102,1.5085119938441398,年上,としうえ
10106,1.5085119938441398,損益,そんえき
10111,1.5085119938441398,励み,はげみ
10113,1.5085119938441398,町長,ちょうちょう
10115,1.506297153514587,居心地,いごこち
10118,1.506297153514587,心得,こころえ
10119,1.506297153514587,集客,しゅうきゃく
10121,1.506297153514587,流入,りゅうにゅう
10122,1.506297153514587,離脱,りだつ
10123,1.506297153514587,失点,しってん
10124,1.506297153514587,洗礼,せんれい
10125,1.506297153514587,東ティモール,ひがしティモール
10134,1.5040773967762742,叩く,はたく
10142,1.5040773967762742,奪う,うばう
10144,1.5040773967762742,紙面,しめん
10145,1.5040773967762742,出世,しゅっせ
10150,1.501852701754163,倍増,ばいぞう
10151,1.501852701754163,飲酒,いんしゅ
10152,1.501852701754163,上品,じょうぼん
10157,1.501852701754163,盗難,とうなん
10162,1.4996230464268938,先住民,せんじゅうみん
10164,1.4996230464268938,告げる,つげる
10167,1.4996230464268938,愛国,あいこく
10172,1.4996230464268938,致命,ちめい
10180,1.4996230464268938,暗黙,あんもく
10181,1.4996230464268938,奨学,しょうがく
10184,1.4996230464268938,突如,とつじょ
10186,1.4973884086254774,部位,ぶい
10187,1.4973884086254774,部活,ぶかつ
10189,1.4973884086254774,反戦,はんせん
10192,1.4973884086254774,実名,じつめい
10193,1.4973884086254774,検事,けんじ
10194,1.4973884086254774,徹夜,てつや
10198,1.4973884086254774,都度,つど
10200,1.4973884086254774,小山,こやま
10202,1.4973884086254774,先発,せんぱつ
10203,1.4951487660319727,本業,ほんぎょう
10206,1.4951487660319727,受給,じゅきゅう
10207,1.4951487660319727,変容,へんよう
10222,1.4929040961781488,聖堂,せいどう
10223,1.4929040961781488,原案,げんあん
10227,1.4929040961781488,送金,そうきん
10228,1.4929040961781488,副業,ふくぎょう
10229,1.4929040961781488,拡散,かくさん
10233,1.4929040961781488,準拠,じゅんきょ
10234,1.4929040961781488,不愉快,ふゆかい
10238,1.4906543764441333,後援,こうえん
10242,1.4906543764441333,至り,いたり
10243,1.4906543764441333,包装,ほうそう
10244,1.4906543764441333,誓い,ちかい
10247,1.4906543764441333,消す,けす
10249,1.4883995840570443,処方,しょほう
10251,1.4883995840570443,陣営,じんえい
10253,1.4883995840570443,骨折,こっせつ
10254,1.4883995840570443,毎度,まいど
10257,1.4883995840570443,隔離,かくり
10258,1.4883995840570443,湾岸,わんがん
10260,1.4883995840570443,直結,ちょっけつ
10261,1.4883995840570443,不公平,ふこうへい
10265,1.4861396960896067,談話,だんわ
10268,1.4861396960896067,掲示,けいじ
10269,1.4861396960896067,只今,しこん
10270,1.4861396960896067,総数,そうすう
10271,1.4861396960896067,封筒,ふうとう
10276,1.4861396960896067,薬品,やくひん
10278,1.4861396960896067,委任,いにん
10281,1.4838746894587547,崇拝,すうはい
10282,1.4838746894587547,台数,だいすう
10283,1.4838746894587547,一端,いっぱし
10284,1.4838746894587547,冷却,れいきゃく
10285,1.4838746894587547,大雨,おおあめ
10287,1.4838746894587547,念願,ねんがん
10289,1.4838746894587547,水中,すいちゅう
10292,1.4838746894587547,定額,ていがく
10293,1.4838746894587547,意地,いじ
10294,1.4838746894587547,搾取,さくしゅ
10295,1.4838746894587547,試作,しさく
10297,1.4816045409242156,暴力団,ぼうりょくだん
10302,1.4816045409242156,儲ける,もうける
10304,1.4816045409242156,慢性,まんせい
10307,1.47932922708708,県知事,けんちじ
10309,1.47932922708708,見本,みほん
10311,1.47932922708708,老後,ろうご
10314,1.47932922708708,愛好,あいこう
10318,1.47932922708708,修習,しゅうしゅう
10319,1.47932922708708,産婆,さんば
10320,1.47932922708708,漂う,ただよう
10324,1.47932922708708,葬式,そうしき
10333,1.4770487243883548,貰い,もらい
10335,1.4770487243883548,化石,かせき
10339,1.4747630091074988,転勤,てんきん
10340,1.4747630091074988,理不尽,りふじん
10341,1.4747630091074988,見極め,みきわめ
10344,1.4747630091074988,明快,めいかい
10345,1.4747630091074988,列島,れっとう
10350,1.4747630091074988,行進,こうしん
10352,1.4747630091074988,公庫,こうこ
10353,1.4724720573609429,催し,もよおし
10354,1.4724720573609429,公述,こうじゅつ
10356,1.4724720573609429,簡素,かんそ
10358,1.4724720573609429,歴代,れきだい
10359,1.4724720573609429,争う,あらそう
10360,1.4724720573609429,解読,かいどく
10362,1.4724720573609429,寛容,かんよう
10363,1.4724720573609429,汎用,はんよう
10369,1.4724720573609429,垂直,すいちょく
10373,1.4701758451005926,軍団,ぐんだん
10374,1.4701758451005926,悪夢,あくむ
10375,1.4701758451005926,近況,きんきょう
10376,1.4701758451005926,中級,ちゅうきゅう
10385,1.4701758451005926,特異,とくい
10386,1.4701758451005926,過失,かしつ
10390,1.4701758451005926,予期,よき
10395,1.4701758451005926,不利益,ふりえき
10396,1.4701758451005926,嗜好,しこう
10398,1.4701758451005926,変遷,へんせん
10400,1.4678743481123133,定食,ていしょく
10404,1.4678743481123133,明る,あかる
10405,1.4678743481123133,大作,たいさく
10411,1.4678743481123133,要注意,ようちゅうい
10414,1.4678743481123133,軽視,けいし
10417,1.4655675420143985,不備,ふび
10421,1.4655675420143985,目録,もくろく
10423,1.4655675420143985,勘案,かんあん
10425,1.4655675420143985,要る,いる
10431,1.4655675420143985,宅配,たくはい
10442,1.463255402256019,解禁,かいきん
10453,1.463255402256019,含める,ふくめる
10458,1.4609379041156563,中枢,ちゅうすう
10460,1.4609379041156563,女児,じょじ
10462,1.4609379041156563,猛烈,もうれつ
10466,1.4609379041156563,生体,せいたい
10467,1.4609379041156563,出費,しゅっぴ
10469,1.4609379041156563,一挙,いっきょ
10474,1.4609379041156563,学位,がくい
10476,1.4609379041156563,養護,ようご
10477,1.4609379041156563,内定,ないてい
10479,1.4609379041156563,血圧,けつあつ
10486,1.4609379041156563,税関,ぜいかん
10488,1.4609379041156563,酵素,こうそ
10489,1.4609379041156563,混同,こんどう
10495,1.4586150226995167,介助,かいじょ
10499,1.4586150226995167,標本,ひょうほん
10500,1.4586150226995167,対価,たいか
10501,1.4586150226995167,果実,かじつ
10503,1.4586150226995167,柔軟性,じゅうなんせい
10505,1.4586150226995167,焼却,しょうきゃく
10507,1.4586150226995167,母国,ぼこく
10511,1.4586150226995167,税法,ぜいほう
10512,1.4562867329399256,操縦,そうじゅう
10516,1.4562867329399256,芝生,しばふ
10519,1.4562867329399256,目下,もっか
10520,1.4562867329399256,年数,ねんすう
10522,1.4562867329399256,埋める,うめる
10524,1.4562867329399256,功績,こうせき
10527,1.4539530095937054,特急,とっきゅう
10530,1.4539530095937054,狩猟,しゅりょう
10532,1.4539530095937054,昇格,しょうかく
10533,1.4539530095937054,遅延,ちえん
10534,1.4539530095937054,長期間,ちょうきかん
10535,1.4539530095937054,香川,かがわ
10538,1.4539530095937054,下車,げしゃ
10547,1.451613827240533,帰省,きせい
10549,1.451613827240533,合戦,かっせん
10550,1.451613827240533,園芸,えんげい
10553,1.451613827240533,郵政省,ゆうせいしょう
10558,1.4492691602812788,配線,はいせん
10561,1.4492691602812788,笑み,えみ
10566,1.4492691602812788,治る,なおる
10568,1.4492691602812788,米ドル,べいドル
10570,1.4492691602812788,定時,ていじ
10573,1.4492691602812788,根幹,こんかん
10580,1.4469189829363254,一周,いっしゅう
10581,1.4469189829363254,安値,やすね
10582,1.4469189829363254,艦隊,かんたい
10587,1.4469189829363254,無条件,むじょうけん
10590,1.4469189829363254,前線,ぜんせん
10591,1.4469189829363254,一向に,いっこうに
10597,1.4445632692438664,利息,りそく
10602,1.4445632692438664,低減,ていげん
10606,1.4445632692438664,残留,ざんりゅう
10611,1.4445632692438664,扶養,ふよう
10612,1.4445632692438664,早くから,はやくから
10618,1.4445632692438664,陽子,ようし
10625,1.4422019930581866,就寝,しゅうしん
10635,1.4422019930581866,終結,しゅうけつ
10640,1.4398351280479205,月間,げっかん
10641,1.4398351280479205,当てる,あてる
10642,1.4398351280479205,音量,おんりょう
10644,1.4398351280479205,無論,むろん
10648,1.4398351280479205,天体,てんたい
10649,1.4398351280479205,何しろ,なにしろ
10658,1.43746264769429,逸脱,いつだつ
10666,1.43746264769429,停電,ていでん
10668,1.43746264769429,立候補,りっこうほ
10677,1.4350845252893227,誘致,ゆうち
10683,1.4350845252893227,釈放,しゃくほう
10684,1.4350845252893227,半額,はんがく
10689,1.4350845252893227,処遇,しょぐう
10692,1.4350845252893227,探査,たんさ
10693,1.4350845252893227,通告,つうこく
10695,1.4350845252893227,王朝,おうちょう
10696,1.4350845252893227,救援,きゅうえん
10700,1.4350845252893227,洗う,あらう
10704,1.4327007339340465,投下,とうか
10705,1.4327007339340465,農園,のうえん
10709,1.4327007339340465,自爆,じばく
10711,1.4327007339340465,抑止,よくし
10717,1.4303112465366647,北九州,きたきゅうしゅう
10718,1.4303112465366647,見物,けんぶつ
10719,1.4303112465366647,蹴り,けり
10721,1.4303112465366647,張る,ばる
10722,1.4303112465366647,当地,とうち
10725,1.4303112465366647,過半数,かはんすう
10730,1.42791603581071,標的,ひょうてき
10731,1.42791603581071,改札,かいさつ
10735,1.42791603581071,拾い,ひろい
10740,1.425515074273172,童話,どうわ
10742,1.425515074273172,地蔵,じぞう
10746,1.425515074273172,洗浄,せんじょう
10748,1.425515074273172,加熱,かねつ
10751,1.425515074273172,洗脳,せんのう
10759,1.425515074273172,清算,せいさん
10761,1.423108334242607,名所,などころ
10764,1.423108334242607,下部,かぶ
10767,1.423108334242607,気圧,きあつ
10769,1.423108334242607,所在地,しょざいち
10774,1.423108334242607,同窓会,どうそうかい
10775,1.423108334242607,独創,どくそう
10782,1.4206957878372228,洗剤,せんざい
10785,1.4182774069729414,運送,うんそう
10786,1.4182774069729414,高山,こうざん
10787,1.4182774069729414,用地,ようち
10788,1.4182774069729414,利回り,りまわり
10789,1.4182774069729414,運輸省,うんゆしょう
10790,1.4182774069729414,通商,つうしょう
10791,1.4182774069729414,多忙,たぼう
10793,1.4182774069729414,日光,にっこう
10796,1.4182774069729414,軽量,けいりょう
10797,1.4182774069729414,単身,たんしん
10801,1.4182774069729414,疾病,しっぺい
10804,1.4182774069729414,空想,くうそう
10806,1.4182774069729414,水着,みずぎ
10813,1.415853163361435,瞬時,しゅんじ
10814,1.415853163361435,船舶,せんぱく
10816,1.415853163361435,投機,とうき
10818,1.415853163361435,精力,せいりょく
10822,1.415853163361435,時差,じさ
10826,1.4134230285081433,多岐,たき
10828,1.4134230285081433,日報,にっぽう
10833,1.4134230285081433,年内,ねんない
10834,1.4134230285081433,歳入,さいにゅう
10836,1.4134230285081433,献金,けんきん
10842,1.4134230285081433,排気,はいき
10843,1.4134230285081433,樹木,じゅもく
10847,1.410986973710262,後記,こうき
10848,1.410986973710262,市議会,しぎかい
10855,1.410986973710262,償却,しょうきゃく
10856,1.410986973710262,病棟,びょうとう
10859,1.4085449700547104,補充,ほじゅう
10860,1.4085449700547104,正反対,せいはんたい
10861,1.4085449700547104,視力,しりょく
10862,1.4085449700547104,知名度,ちめいど
10864,1.4085449700547104,日本共産党,にほんきょうさんとう
10865,1.4085449700547104,南アフリカ,みなみアフリカ
10870,1.4085449700547104,部族,ぶぞく
10875,1.4085449700547104,怪獣,かいじゅう
10876,1.4085449700547104,込む,こむ
10877,1.4085449700547104,伴奏,ばんそう
10879,1.4085449700547104,悪用,あくよう
