Rank,Word,Kana,Log Frequency
7772,受験生,じゅけんせい,1.8870696490323797
7779,特色,とくしょく,1.8855533485144158
7780,歩道,ほどう,1.8855533485144158
7782,閣議,かくぎ,1.8855533485144158
7783,探検,たんけん,1.8855533485144158
7786,締め切り,しめきり,1.884034745337226
7791,資質,ししつ,1.884034745337226
7793,消える,きえる,1.884034745337226
7798,狩り,かり,1.8825138324965192
7799,即座,そくざ,1.8825138324965192
7800,劇的,げきてき,1.8825138324965192
7801,大騒ぎ,おおさわぎ,1.8825138324965192
7803,戦力,せんりょく,1.8809906029559975
7804,後退,こうたい,1.8809906029559975
7807,画期的,かっきてき,1.8809906029559975
7808,散策,さんさく,1.8809906029559975
7809,繋がる,つながる,1.8809906029559975
7810,公明党,こうめいとう,1.8809906029559975
7811,座る,すわる,1.8809906029559975
7812,原文,げんぶん,1.8809906029559975
7813,挙げる,あげる,1.8794650496471605
7814,火星,かせい,1.8794650496471605
7815,追悼,ついとう,1.8779371654691073
7818,追う,おう,1.8779371654691073
7821,集計,しゅうけい,1.8764069432883397
7822,賭け,かけ,1.8764069432883397
7823,起床,きしょう,1.8764069432883397
7825,儲かる,もうかる,1.8764069432883397
7826,文字通り,もじどおり,1.8764069432883397
7828,新興,しんこう,1.8764069432883397
7831,本土,ほんど,1.8748743759385615
7834,引き下げ,ひきさげ,1.8748743759385615
7836,露出,ろしゅつ,1.8748743759385615
7837,免除,めんじょ,1.8748743759385615
7838,断言,だんげん,1.8748743759385615
7839,器具,きぐ,1.873339456220478
7840,優遇,ゆうぐう,1.873339456220478
7841,帰還,きかん,1.873339456220478
7842,中でも,なかでも,1.873339456220478
7845,頭痛,ずつう,1.8718021769015913
7847,見つかる,みつかる,1.8718021769015913
7848,見直す,みなおす,1.8718021769015913
7851,反する,はんする,1.8702625307159986
7853,宴会,えんかい,1.8702625307159986
7854,四半期,しはんき,1.8702625307159986
7856,尋ねる,たずねる,1.8702625307159986
7858,空き,あき,1.8702625307159986
7859,補完,ほかん,1.8702625307159986
7863,個体,こたい,1.8687205103641833
7865,不自然,ふしぜん,1.8687205103641833
7869,需給,じゅきゅう,1.8671761085128091
7873,著名,ちょめい,1.8671761085128091
7874,完結,かんけつ,1.8656293177945105
7876,外貨,がいか,1.8656293177945105
7879,気合,きあい,1.8656293177945105
7880,通路,つうろ,1.8656293177945105
7881,立案,りつあん,1.8656293177945105
7884,全額,ぜんがく,1.8656293177945105
7885,通話,つうわ,1.8656293177945105
7887,上手い,うまい,1.864080130807681
7888,愛国心,あいこくしん,1.864080130807681
7890,叫ぶ,さけぶ,1.864080130807681
7892,色彩,しきさい,1.864080130807681
7893,回す,まわす,1.864080130807681
7894,意味合い,いみあい,1.864080130807681
7895,充電,じゅうでん,1.864080130807681
7897,参戦,さんせん,1.8625285401162623
7901,症候群,しょうこうぐん,1.8625285401162623
7902,減り,へり,1.8625285401162623
7903,木材,もくざい,1.8625285401162623
7904,汚い,きたない,1.8625285401162623
7905,敗北,はいぼく,1.8625285401162623
7907,昨晩,さくばん,1.860974538249528
7910,高まり,たかまり,1.860974538249528
7911,退院,たいいん,1.860974538249528
7914,高騰,こうとう,1.860974538249528
7915,所管,しょかん,1.8594181177018698
7917,臓器,ぞうき,1.8594181177018698
7921,品種,ひんしゅ,1.8594181177018698
7922,包括,ほうかつ,1.8594181177018698
7923,遺憾,いかん,1.8594181177018698
7924,書房,しょぼう,1.8578592709325787
7926,指令,しれい,1.8578592709325787
7927,取り上げる,とりあげる,1.8578592709325787
7928,退場,たいじょう,1.8578592709325787
7934,離れる,はなれる,1.8578592709325787
7938,市役所,しやくしょ,1.8562979903656263
7939,書面,しょめん,1.8562979903656263
7943,眺める,ながめる,1.8547342683894434
7945,留意,りゅうい,1.8547342683894434
7946,体操,たいそう,1.8547342683894434
7948,事象,じしょう,1.8547342683894434
7949,不審,ふしん,1.8547342683894434
7950,歩み,あゆみ,1.8547342683894434
7951,社説,しゃせつ,1.8531680973566984
7954,芸術家,げいじゅつか,1.8531680973566984
7957,異動,いどう,1.8531680973566984
7958,多大,ただい,1.851599469584072
7962,火山,かざん,1.851599469584072
7966,労務,ろうむ,1.851599469584072
7967,冷凍,れいとう,1.8500283773520307
7971,年賀状,ねんがじょう,1.8500283773520307
7979,説教,せっきょう,1.8484548129046001
7985,仲介,ちゅうかい,1.8468787684491346
7986,登記,とうき,1.8468787684491346
7988,半導体,はんどうたい,1.8468787684491346
7990,何かと,なにかと,1.8453002361560848
7993,放射,ほうしゃ,1.8453002361560848
7995,招き,まねき,1.8453002361560848
7996,劇団,げきだん,1.8453002361560848
7997,自発,じはつ,1.843719208158766
7998,改め,あらため,1.843719208158766
8001,髪の毛,かみのけ,1.843719208158766
8004,同年,どうねん,1.8421356765531218
8005,奮闘,ふんとう,1.8421356765531218
8006,捉える,とらえる,1.8421356765531218
8007,一同,いちどう,1.8421356765531218
8008,救助,きゅうじょ,1.8421356765531218
8010,騎士,きし,1.8421356765531218
8012,順次,じゅんじ,1.8421356765531218
8013,装着,そうちゃく,1.840549633397487
8015,圧倒,あっとう,1.840549633397487
8016,決心,けっしん,1.840549633397487
8022,切符,きっぷ,1.8389610707123492
8024,容赦,ようしゃ,1.8389610707123492
8025,均等,きんとう,1.8389610707123492
8033,空中,くうちゅう,1.8373699804801074
8034,兵隊,へいたい,1.8373699804801074
8037,朝鮮半島,ちょうせんはんとう,1.8373699804801074
8038,別々,べつべつ,1.8373699804801074
8039,実効,じっこう,1.8357763546448294
8040,良好,りょうこう,1.8357763546448294
8042,差異,さい,1.8357763546448294
8046,易い,やすい,1.8357763546448294
8050,波動,はどう,1.8357763546448294
8051,食う,くう,1.8357763546448294
8052,関税,かんぜい,1.8341801851120072
8053,連発,れんぱつ,1.8341801851120072
8056,夕刊,ゆうかん,1.8341801851120072
8057,創立,そうりつ,1.8341801851120072
8058,装飾,そうしょく,1.8341801851120072
8060,瞑想,めいそう,1.8341801851120072
8061,後方,こうほう,1.8341801851120072
8062,変数,へんすう,1.8341801851120072
8063,無数,むすう,1.8341801851120072
8067,利子,りし,1.8341801851120072
8069,外観,がいかん,1.8341801851120072
8071,契機,けいき,1.8341801851120072
8074,就労,しゅうろう,1.8325814637483102
8075,金子,きんす,1.8325814637483102
8077,体感,たいかん,1.8325814637483102
8078,購買,こうばい,1.8309801823813363
8082,問合せ,といあわせ,1.8309801823813363
8084,運輸,うんゆ,1.8309801823813363
8087,間隔,かんかく,1.8309801823813363
8088,感触,かんしょく,1.8309801823813363
8090,納め,おさめ,1.8293763327993617
8091,一般人,いっぱんじん,1.8293763327993617
8093,お天気,おてんき,1.8293763327993617
8094,有益,ゆうえき,1.8293763327993617
8095,放射線,ほうしゃせん,1.8293763327993617
8097,漬け,づけ,1.827769906751088
8099,着替え,きがえ,1.827769906751088
8100,巡回,じゅんかい,1.827769906751088
8103,要旨,ようし,1.827769906751088
8106,東証,とうしょう,1.827769906751088
8108,上演,じょうえん,1.8261608959453874
8111,密度,みつど,1.8261608959453874
8117,警視庁,けいしちょう,1.824549292051046
8121,市街地,しがいち,1.824549292051046
8123,対外,たいがい,1.8229350866965048
8130,簡潔,かんけつ,1.8213182714695995
8132,強め,つよめ,1.8213182714695995
8137,憂鬱,ゆううつ,1.8213182714695995
8138,三重,みえ,1.8213182714695995
8139,お詫び,おわび,1.8213182714695995
8141,乗り換え,のりかえ,1.8213182714695995
8145,創出,そうしゅつ,1.8196988379172965
8146,大根,おおね,1.8196988379172965
8150,裏側,うらがわ,1.8196988379172965
8152,接する,せっする,1.8196988379172965
8154,贈り物,おくりもの,1.8180767775454285
8158,根底,こんてい,1.8180767775454285
8159,半数,はんすう,1.8180767775454285
8160,因果,いんが,1.8180767775454285
8161,繊細,せんさい,1.8164520818184267
8162,国交,こっこう,1.8164520818184267
8165,裁量,さいりょう,1.814824742159051
8167,最先端,さいせんたん,1.814824742159051
8172,暗殺,あんさつ,1.81319474994812
8173,再発,さいはつ,1.81319474994812
8175,互換,ごかん,1.81319474994812
8179,共済,きょうさい,1.8115620965242347
8181,道場,どうじょう,1.8115620965242347
8182,結末,けつまつ,1.8115620965242347
8183,向ける,むける,1.8115620965242347
8184,効用,こうよう,1.8115620965242347
8186,見れる,みれる,1.8115620965242347
8193,務める,つとめる,1.809926773183504
8194,水木,すいもく,1.809926773183504
8195,休業,きゅうぎょう,1.809926773183504
8196,今頃,いまごろ,1.809926773183504
8198,高原,こうげん,1.8082887711792655
8199,両立,りょうりつ,1.8082887711792655
8203,隊長,たいちょう,1.8082887711792655
8205,拒絶,きょぜつ,1.8082887711792655
8208,貯蓄,ちょちく,1.8066480817218056
8209,修了,しゅうりょう,1.8066480817218056
8210,南米,なんべい,1.8066480817218056
8213,芸能人,げいのうじん,1.8050046959780757
8215,経つ,たつ,1.8050046959780757
8218,強盗,ごうとう,1.8050046959780757
8221,上部,じょうぶ,1.803358605071407
8224,共生,きょうせい,1.803358605071407
8225,格安,かくやす,1.803358605071407
8228,放出,ほうしゅつ,1.803358605071407
8229,学長,がくちょう,1.801709800081223
8231,含み,ふくみ,1.801709800081223
8232,挫折,ざせつ,1.801709800081223
8233,誘拐,ゆうかい,1.801709800081223
8237,愚か,おろか,1.80005827204275
8238,通称,つうしょう,1.80005827204275
8242,不可,ふか,1.80005827204275
8246,表れ,あらわれ,1.7984040119467235
8247,出題,しゅつだい,1.7984040119467235
8248,厳格,げんかく,1.7984040119467235
8250,近郊,きんこう,1.7984040119467235
8257,周期,しゅうき,1.7967470107390942
8258,半島,はんとう,1.7967470107390942
8263,隠す,かくす,1.7967470107390942
8264,到底,とうてい,1.7967470107390942
8266,判例,はんれい,1.7950872593207297
8267,待機,たいき,1.7950872593207297
8268,専業,せんぎょう,1.7950872593207297
8270,群馬,ぐんま,1.7950872593207297
8272,極力,きょくりょく,1.7950872593207297
8273,地名,ちめい,1.7950872593207297
8274,増す,ます,1.7950872593207297
8275,高値,たかね,1.7950872593207297
8276,阻害,そがい,1.7950872593207297
8278,常時,じょうじ,1.7934247485471162
8281,急遽,きゅうきょ,1.7934247485471162
8282,立地,りっち,1.7934247485471162
8285,屋台,やたい,1.7934247485471162
8287,食生活,しょくせいかつ,1.7934247485471162
8288,濡れ,ぬれ,1.791759469228055
8294,例年,れいねん,1.791759469228055
8295,作り出す,つくりだす,1.791759469228055
8301,甘え,あまえ,1.7900914121273581
8302,税理士,ぜいりし,1.7900914121273581
8303,次男,じなん,1.7900914121273581
8306,医学部,いがくぶ,1.7900914121273581
8308,算数,さんすう,1.7884205679625405
8309,皇室,こうしつ,1.7884205679625405
8310,経路,けいろ,1.7867469274045107
8312,風味,ふうみ,1.7867469274045107
8313,液体,えきたい,1.7867469274045107
8316,短時間,たんじかん,1.7867469274045107
8319,野郎,やろう,1.7867469274045107
8321,悪意,あくい,1.7850704810772584
8322,動詞,どうし,1.7850704810772584
8323,進路,しんろ,1.7850704810772584
8325,交響曲,こうきょうきょく,1.7850704810772584
8330,呼び出し,よびだし,1.7833912195575383
8331,先祖,せんぞ,1.7833912195575383
8332,結晶,けっしょう,1.7833912195575383
8333,昼寝,ひるね,1.7833912195575383
8334,切れる,きれる,1.7833912195575383
8336,洗練,せんれん,1.7833912195575383
8338,法科,ほうか,1.7833912195575383
8339,格闘,かくとう,1.7833912195575383
8340,配偶,はいぐう,1.7833912195575383
8342,加害,かがい,1.7833912195575383
8346,欠如,けつじょ,1.7833912195575383
8348,捜索,そうさく,1.7817091333745536
8350,伸びる,のびる,1.7817091333745536
8351,間もなく,まもなく,1.7817091333745536
8352,代理人,だいりにん,1.7817091333745536
8353,嫌悪,けんお,1.7817091333745536
8354,満員,まんいん,1.7817091333745536
8359,文化財,ぶんかざい,1.780024213009634
8361,判事,はんじ,1.780024213009634
8362,有名人,ゆうめいじん,1.780024213009634
8363,東芝,とうしば,1.7783364488959144
8365,群れ,むれ,1.7783364488959144
8366,先般,せんぱん,1.7783364488959144
8367,所要,しょよう,1.7783364488959144
8368,四季,しき,1.7783364488959144
8369,好む,このむ,1.7783364488959144
8371,悔しい,くやしい,1.7783364488959144
8376,目当て,めあて,1.776645831418007
8380,子孫,しそん,1.776645831418007
8381,取扱い,とりあつかい,1.776645831418007
8382,お越し,おこし,1.776645831418007
8383,加減,かげん,1.776645831418007
8385,降りる,おりる,1.776645831418007
8388,若く,しく,1.7749523509116738
8394,弊害,へいがい,1.7749523509116738
8395,異様,いよう,1.7749523509116738
8396,陰謀,いんぼう,1.7749523509116738
8399,行ない,おこない,1.7732559976634952
8401,十一月,じゅういちがつ,1.7732559976634952
8402,増殖,ぞうしょく,1.7732559976634952
8403,通学,つうがく,1.7732559976634952
8404,繋がり,つながり,1.7732559976634952
8405,整合,せいごう,1.7732559976634952
8406,啓発,けいはつ,1.7732559976634952
8407,残酷,ざんこく,1.7732559976634952
8409,絶滅,ぜつめつ,1.7715567619105355
8410,暮れ,くれ,1.7715567619105355
8416,崩し,くずし,1.7715567619105355
8417,曲線,きょくせん,1.7715567619105355
8418,寸前,すんぜん,1.7715567619105355
8419,郵送,ゆうそう,1.7715567619105355
8420,指輪,ゆびわ,1.7715567619105355
8421,満点,まんてん,1.7715567619105355
8423,巡り,めぐり,1.7698546338400052
8424,口頭,こうとう,1.7698546338400052
8426,初代,しょだい,1.7698546338400052
8431,弾き,ひき,1.7698546338400052
8432,待ち合わせ,まちあわせ,1.7698546338400052
8434,対比,たいひ,1.7681496035889213
8436,公判,こうはん,1.7681496035889213
8437,愛用,あいよう,1.7681496035889213
8439,苦しむ,くるしむ,1.7681496035889213
8440,農産物,のうさんぶつ,1.7681496035889213
8446,終える,おえる,1.766441661243765
8448,逃れ,のがれ,1.766441661243765
8449,圧迫,あっぱく,1.766441661243765
8453,発症,はっしょう,1.7647307968401356
8454,療養,りょうよう,1.7647307968401356
8459,有意義,ゆういぎ,1.7647307968401356
8461,飼育,しいく,1.7647307968401356
8462,稼働,かどう,1.7647307968401356
8463,一律,いちりつ,1.763017000362401
8464,葛藤,かっとう,1.763017000362401
8466,卸売,おろしうり,1.763017000362401
8471,値する,あたいする,1.7613002617433464
8475,極東,きょくとう,1.7595805708638197
8476,探索,たんさく,1.7595805708638197
8477,活力,かつりょく,1.7595805708638197
8478,実例,じつれい,1.7595805708638197
8481,戦車,せんしゃ,1.7578579175523736
8484,伸ばす,のばす,1.7578579175523736
8486,自称,じしょう,1.7578579175523736
8490,口調,くちょう,1.7578579175523736
8491,端的,たんてき,1.7578579175523736
8495,修士,しゅうし,1.7578579175523736
8496,宝石,ほうせき,1.7578579175523736
8497,警察庁,けいさつちょう,1.7578579175523736
8499,低迷,ていめい,1.7561322915849038
8500,根源,こんげん,1.7561322915849038
8501,不倫,ふりん,1.7561322915849038
8502,停滞,ていたい,1.7561322915849038
8504,苦悩,くのう,1.7561322915849038
8505,落語,らくご,1.7561322915849038
8506,正に,まさに,1.7561322915849038
8509,教団,きょうだん,1.7544036826842861
8517,御存じ,ごぞんじ,1.7544036826842861
8519,鮮明,せんめい,1.7544036826842861
8520,悪質,あくしつ,1.7544036826842861
8521,正社員,せいしゃいん,1.7544036826842861
8522,等しい,ひとしい,1.7526720805200082
8529,着る,きる,1.7526720805200082
8535,同感,どうかん,1.7509374747078
8536,勧誘,かんゆう,1.7509374747078
8541,吹き,ふき,1.7509374747078
8542,終戦,しゅうせん,1.7509374747078
8544,咲く,さく,1.7509374747078
8547,黄色い,きいろい,1.749199854809259
8552,劣化,れっか,1.749199854809259
8554,真っ赤,まっか,1.747459210331475
8555,源泉,げんせん,1.747459210331475
8556,滋賀,しが,1.747459210331475
8557,勤労,きんろう,1.747459210331475
8559,義務教育,ぎむきょういく,1.747459210331475
8562,名義,めいぎ,1.7457155307266483
8564,敢えて,あえて,1.7457155307266483
8566,人質,ひとじち,1.7439688053917064
8568,増強,ぞうきょう,1.7439688053917064
8571,度合い,どあい,1.7439688053917064
8572,祝福,しゅくふく,1.7439688053917064
8575,戦時,せんじ,1.742219023667919
8576,莫大,ばくだい,1.742219023667919
8577,創刊,そうかん,1.742219023667919
8590,売春,ばいしゅん,1.742219023667919
8591,太鼓,たいこ,1.742219023667919
8598,旅館,りょかん,1.7404661748405046
8599,曇り,くもり,1.7404661748405046
8606,討議,とうぎ,1.7387102481382397
8608,湿度,しつど,1.7387102481382397
8610,熱意,ねつい,1.7387102481382397
8611,屋敷,やしき,1.7387102481382397
8612,必見,ひっけん,1.7387102481382397
8616,弱点,じゃくてん,1.7369512327330598
8617,飼い主,かいぬし,1.7369512327330598
8618,頂ける,いただける,1.7369512327330598
8619,共演,きょうえん,1.7369512327330598
8621,手入れ,ていれ,1.7351891177396608
8623,通す,とおす,1.7351891177396608
8624,一族,いちぞく,1.7351891177396608
8626,機材,きざい,1.7351891177396608
8627,嫉妬,しっと,1.7351891177396608
8629,異性,いせい,1.7351891177396608
8633,大震災,だいしんさい,1.7351891177396608
8634,平行,へいこう,1.7351891177396608
8636,街道,かいどう,1.7351891177396608
8637,西側,にしがわ,1.7351891177396608
8641,万全,ばんぜん,1.7351891177396608
8646,頭脳,ずのう,1.7334238922150915
8647,対等,たいとう,1.7334238922150915
8652,根性,こんじょう,1.7334238922150915
8653,推理,すいり,1.7316555451583497
8654,配給,はいきゅう,1.7316555451583497
8655,抜く,ぬく,1.7316555451583497
8656,引き起こす,ひきおこす,1.7316555451583497
8657,調停,ちょうてい,1.7316555451583497
8658,早起き,はやおき,1.7316555451583497
8659,活字,かつじ,1.7316555451583497
8662,親指,おやゆび,1.7316555451583497
8667,鍛え,きたえ,1.7316555451583497
8668,専念,せんねん,1.7298840655099674
8669,県警,けんけい,1.7298840655099674
8671,河川,かせん,1.7298840655099674
8674,慰安,いあん,1.7298840655099674
8679,試写,ししゃ,1.728109442151599
8680,所持,しょじ,1.728109442151599
8682,敗訴,はいそ,1.728109442151599
8683,並行,へいこう,1.728109442151599
8686,上る,のぼる,1.728109442151599
8687,先制,せんせい,1.728109442151599
8689,可決,かけつ,1.728109442151599
8690,北米,ほくべい,1.728109442151599
8691,一口,ひとくち,1.7263316639055997
8693,長所,ちょうしょ,1.7263316639055997
8695,全集,ぜんしゅう,1.7263316639055997
8697,楽譜,がくふ,1.7263316639055997
8698,出番,でばん,1.7263316639055997
8699,負債,ふさい,1.7263316639055997
8702,紳士,しんし,1.724550719534605
8710,庭園,ていえん,1.724550719534605
8712,風土,ふうど,1.724550719534605
8714,民法,みんぽう,1.7227665977411035
8720,遂に,ついに,1.7227665977411035
8726,風潮,ふうちょう,1.7227665977411035
8732,小学,しょうがく,1.7209792871670078
8733,変形,へんけい,1.7209792871670078
8734,産経新聞,さんけいしんぶん,1.7209792871670078
8736,日本海,にほんかい,1.7209792871670078
8738,下し,くだし,1.7191887763932197
8739,見逃し,みのがし,1.7191887763932197
8740,花見,はなみ,1.7191887763932197
8741,炒め,いため,1.7191887763932197
8742,大賞,たいしょう,1.7191887763932197
8743,教官,きょうかん,1.7191887763932197
8748,効力,こうりょく,1.7191887763932197
8749,学院,がくいん,1.7173950539391927
8755,働きかけ,はたらきかけ,1.7173950539391927
8756,思いつき,おもいつき,1.7173950539391927
8759,当分,とうぶん,1.7173950539391927
8760,錯覚,さっかく,1.7173950539391927
8764,潜水艦,せんすいかん,1.715598108262491
8766,移り,うつり,1.715598108262491
8767,乗車,じょうしゃ,1.715598108262491
8768,如何に,いかに,1.715598108262491
8769,清掃,せいそう,1.715598108262491
8771,字幕,じまく,1.715598108262491
8772,機内,きない,1.713797927758343
8773,愛媛,えひめ,1.713797927758343
8774,試行錯誤,しこうさくご,1.713797927758343
8775,何者,なにもの,1.713797927758343
8776,混合,こんごう,1.713797927758343
8777,刑法,けいほう,1.713797927758343
8778,手伝い,てつだい,1.713797927758343
8780,小物,こもの,1.713797927758343
8781,人体,じんたい,1.7119945007591924
8782,死後,しご,1.7119945007591924
8785,試算,しさん,1.7119945007591924
8786,楽観,らっかん,1.7119945007591924
8788,満喫,まんきつ,1.7119945007591924
8789,衆院,しゅういん,1.7119945007591924
8791,酸化,さんか,1.7119945007591924
8792,秘訣,ひけつ,1.7119945007591924
8793,打ち出し,うちだし,1.7119945007591924
8797,お寺,おてら,1.7101878155342434
8800,前年度,ぜんねんど,1.7101878155342434
8801,金曜,きんよう,1.7101878155342434
8803,足し,たし,1.7101878155342434
8804,屋上,おくじょう,1.7083778602890038
8805,お断り,おことわり,1.7083778602890038
8806,高裁,こうさい,1.7083778602890038
8809,超過,ちょうか,1.7083778602890038
8810,態勢,たいせい,1.7083778602890038
8814,集積,しゅうせき,1.7083778602890038
8816,驚異,きょうい,1.7083778602890038
8818,頂点,ちょうてん,1.7083778602890038
8819,白書,はくしょ,1.7083778602890038
8820,前面,ぜんめん,1.7083778602890038
8821,絶えず,たえず,1.706564623164823
8822,政令,せいれい,1.706564623164823
8825,取り戻す,とりもどす,1.706564623164823
8827,文芸,ぶんげい,1.706564623164823
8828,未熟,みじゅく,1.706564623164823
8829,外科,げか,1.706564623164823
8831,陽気,ようき,1.7047480922384253
8833,付け加え,つけくわえ,1.7047480922384253
8834,読み方,よみかた,1.7047480922384253
8836,新品,しんぴん,1.7047480922384253
8838,利便,りべん,1.7047480922384253
8839,浮上,ふじょう,1.7047480922384253
8840,互い,たがい,1.7047480922384253
8841,皆さま,みなさま,1.7047480922384253
8846,常任,じょうにん,1.7047480922384253
8848,平安,へいあん,1.7047480922384253
8854,補佐,ほさ,1.7029282555214393
8855,魔術,まじゅつ,1.7029282555214393
8857,排水,はいすい,1.7029282555214393
8858,復元,ふくげん,1.7011051009599243
8859,続々,ぞくぞく,1.7011051009599243
8860,多額,たがく,1.7011051009599243
8862,悪影響,あくえいきょう,1.7011051009599243
8865,機体,きたい,1.7011051009599243
8868,喫茶,きっさ,1.6992786164338898
8869,直径,ちょっけい,1.6992786164338898
8871,直線,ちょくせん,1.6992786164338898
8872,待遇,たいぐう,1.6992786164338898
8874,栄光,えいこう,1.6992786164338898
8876,公募,こうぼ,1.6992786164338898
8881,何でも,なんでも,1.6974487897568136
8885,補強,ほきょう,1.6974487897568136
8886,内装,ないそう,1.6974487897568136
8888,第一歩,だいいっぽ,1.6974487897568136
8889,団塊,だんかい,1.6974487897568136
8892,味わう,あじわう,1.6974487897568136
8894,常連,じょうれん,1.6974487897568136
8895,名物,めいぶつ,1.6974487897568136
8896,平野,へいや,1.6974487897568136
8897,多彩,たさい,1.6974487897568136
8899,同氏,どうし,1.6956156086751528
8900,人びと,ひとびと,1.6956156086751528
8901,家畜,かちく,1.6956156086751528
8903,お部屋,おへや,1.6956156086751528
8904,高木,こうぼく,1.6956156086751528
8906,壮大,そうだい,1.6956156086751528
8909,沿岸,えんがん,1.6956156086751528
8912,過度,かど,1.6956156086751528
8915,続編,ぞくへん,1.6937790608678513
8917,団結,だんけつ,1.6937790608678513
8920,代目,だいめ,1.6937790608678513
8922,情報処理,じょうほうしょり,1.6937790608678513
8923,人柄,ひとがら,1.6937790608678513
8924,熱狂,ねっきょう,1.691939133945844
8928,責め,せめ,1.691939133945844
8929,祖国,そこく,1.691939133945844
8930,休む,やすむ,1.691939133945844
8935,志望,しぼう,1.691939133945844
8936,清潔,せいけつ,1.691939133945844
8937,疲れる,つかれる,1.6900958154515549
8939,良質,りょうしつ,1.6900958154515549
8940,当店,とうてん,1.6900958154515549
8941,機密,きみつ,1.6900958154515549
8943,宮殿,きゅうでん,1.6900958154515549
8946,本棚,ほんだな,1.6900958154515549
8947,心境,しんきょう,1.6882490928583902
8948,持ち出し,もちだし,1.6882490928583902
8949,復讐,ふくしゅう,1.6882490928583902
8950,密か,ひそか,1.6882490928583902
8954,着用,ちゃくよう,1.6882490928583902
8958,抜ける,ぬける,1.6863989535702288
8960,下着,したぎ,1.6863989535702288
8961,建前,たてまえ,1.6863989535702288
8963,生かす,いかす,1.6863989535702288
8964,好感,こうかん,1.6863989535702288
8967,配列,はいれつ,1.6845453849209058
8968,精密,せいみつ,1.6845453849209058
8970,ため息,ためいき,1.6845453849209058
8971,食卓,しょくたく,1.6845453849209058
8972,今晩,こんばん,1.6845453849209058
8976,三菱,みつびし,1.6845453849209058
8979,語彙,ごい,1.6845453849209058
8980,共同通信,きょうどうつうしん,1.6845453849209058
8981,着目,ちゃくもく,1.6845453849209058
8990,方言,ほうげん,1.6808279085207734
8993,随時,ずいじ,1.6808279085207734
8994,重力,じゅうりょく,1.6808279085207734
8998,承諾,しょうだく,1.6808279085207734
8999,皆無,かいむ,1.6808279085207734
9000,店主,てんしゅ,1.6808279085207734
9002,最善,さいぜん,1.6789639750827108
9003,真摯,しんし,1.6789639750827108
9006,脅迫,きょうはく,1.6789639750827108
9010,量的,りょうてき,1.6770965609079151
9013,脱線,だっせん,1.6770965609079151
9018,会費,かいひ,1.6770965609079151
9021,近辺,きんぺん,1.6752256529721035
9024,提訴,ていそ,1.6752256529721035
9026,反響,はんきょう,1.6752256529721035
9027,方程式,ほうていしき,1.6752256529721035
9033,密着,みっちゃく,1.6752256529721035
9034,摩擦,まさつ,1.673351238177753
9036,似合う,にあう,1.673351238177753
9037,死去,しきょ,1.673351238177753
9039,糖尿,とうにょう,1.673351238177753
9043,達人,たつじん,1.673351238177753
9047,吹く,ふく,1.673351238177753
9049,進捗,しんちょく,1.673351238177753
9050,誘惑,ゆうわく,1.673351238177753
9052,陥る,おちいる,1.6714733033535532
9053,模倣,もほう,1.6714733033535532
9054,凍結,とうけつ,1.6714733033535532
9059,懸賞,けんしょう,1.6714733033535532
9061,各々,おのおの,1.6714733033535532
9063,消極,しょうきょく,1.6695918352538475
9065,国外,こくがい,1.6695918352538475
9066,思いやり,おもいやり,1.6695918352538475
9069,話せる,はなせる,1.6695918352538475
9070,冷戦,れいせん,1.6695918352538475
9071,に関し,にかんし,1.6695918352538475
9072,客席,きゃくせき,1.6695918352538475
9073,女神,おみながみ,1.6695918352538475
9076,電流,でんりゅう,1.6695918352538475
9078,新潮,しんちょう,1.667706820558076
9079,見地,けんち,1.667706820558076
9081,心情,しんじょう,1.667706820558076
9083,衰退,すいたい,1.667706820558076
9084,重み,おもみ,1.667706820558076
9088,細か,こまか,1.667706820558076
9090,労力,ろうりょく,1.665818245870208
9091,現われ,あらわれ,1.665818245870208
9092,建てる,たてる,1.665818245870208
9097,国歌,こっか,1.665818245870208
9098,帰れ,かえれ,1.665818245870208
9099,格段,かくだん,1.665818245870208
9100,欠ける,かける,1.665818245870208
9101,懲役,ちょうえき,1.665818245870208
9102,陪審,ばいしん,1.665818245870208
9106,最良,さいりょう,1.6639260977181702
9113,賢い,かしこい,1.6639260977181702
9117,現物,げんぶつ,1.6639260977181702
9120,来店,らいてん,1.6639260977181702
9121,大げさ,おおげさ,1.6620303625532709
9122,掲げる,かかげる,1.6620303625532709
9124,うつ病,うつびょう,1.6620303625532709
9125,水産,すいさん,1.6620303625532709
9126,手助け,てだすけ,1.6620303625532709
9128,表彰,ひょうしょう,1.6601310267496185
9129,家屋,かおく,1.6601310267496185
9132,非公開,ひこうかい,1.6601310267496185
9133,次長,じちょう,1.6601310267496185
9134,遅刻,ちこく,1.6601310267496185
9135,公安,こうあん,1.6601310267496185
9137,歯医者,はいしゃ,1.6601310267496185
9138,式典,しきてん,1.6601310267496185
9139,発する,はっする,1.6601310267496185
9140,取扱,とりあつかい,1.6601310267496185
9141,解約,かいやく,1.6601310267496185
9144,本年度,ほんねんど,1.6601310267496185
9145,反復,はんぷく,1.6601310267496185
9146,長距離,ちょうきょり,1.6601310267496185
9148,無罪,むざい,1.6582280766035324
9149,有罪,ゆうざい,1.6582280766035324
9150,絶賛,ぜっさん,1.6582280766035324
9152,国益,こくえき,1.6582280766035324
9155,投与,とうよ,1.6582280766035324
9156,甲子園,こうしえん,1.6582280766035324
